起点省会,终点省会,路由,邮件量,总的邮件量
杭州,哈尔滨,"['杭州-哈尔滨', '杭州-上海-哈尔滨', '杭州-沈阳-哈尔滨', '杭州-长春-哈尔滨', '杭州-宁波-沈阳-哈尔滨', '杭州-长沙-哈尔滨', '杭州-哈尔滨-佳木斯-哈尔滨', '杭州-西安-沈阳-哈尔滨', '杭州-哈尔滨-牡丹江-哈尔滨']","[385, 7, 40, 7, 1, 1, 2, 1, 1]",445
杭州,上海,"['杭州-上海', '杭州-嘉兴-昆明-上海', '杭州-上海-杭州-上海']","[406, 1, 3]",410
杭州,南京,"['杭州-苏州-南京', '杭州-南京']","[19, 222]",241
杭州,杭州,[],[],0
杭州,合肥,"['杭州-合肥', '杭州-合肥-滁州-合肥', '杭州-牡丹江-合肥', '杭州-蚌埠-合肥']","[549, 1, 1, 1]",552
杭州,福州,"['杭州-福州', '杭州-泉州-福州', '杭州-温州-泉州-福州', '杭州-温州-福州', '杭州-福州-杭州-福州']","[392, 33, 1, 1, 1]",428
杭州,南昌,"['杭州-南昌', '杭州-上海-南昌', '杭州-金华-南昌', '杭州-南昌-九江-南昌', '杭州-南昌-赣州-南昌']","[766, 2, 30, 2, 1]",801
杭州,济南,"['杭州-济南', '杭州-临沂-济南', '杭州-济南-淄博-济南', '杭州-济宁-济南']","[698, 164, 1, 1]",864
杭州,郑州,"['杭州-郑州', '杭州-郑州-漯河-平顶山-郑州', '杭州-郑州-漯河-郑州', '杭州-郑州-新乡-郑州', '杭州-嘉兴-郑州', '杭州-焦作-郑州', '杭州-郑州-洛阳-郑州', '杭州-郑州-焦作-郑州', '杭州-沈阳-通辽-沈阳-郑州', '杭州-郑州-商丘-郑州']","[928, 1, 2, 1, 19, 1, 5, 1, 1, 1]",960
杭州,武汉,"['杭州-武汉', '杭州-武汉-黄石-武汉', '杭州-武汉-仙桃-武汉']","[632, 1, 1]",634
杭州,长沙,"['杭州-长沙', '杭州-长沙-益阳-长沙', '杭州-嘉兴-长沙', '杭州-郑州-洛阳-郑州-长沙']","[999, 1, 1, 1]",1002
杭州,广州,"['杭州-广州', '杭州-东莞-广州', '杭州-广州-佛山-广州', '杭州-佛山-广州', '杭州-金华-广州', '杭州-嘉兴-杭州-广州', '杭州-广州-东莞-广州', '杭州-广州-梧州-广州']","[877, 9, 28, 1, 2, 2, 1, 1]",921
杭州,南宁,"['杭州-南宁', '杭州-金华-南宁', '杭州-湖州-杭州-南宁', '杭州-金华-桂林-南宁', '杭州-金华-南宁-桂林-南宁']","[363, 23, 2, 6, 1]",395
杭州,海口,"['杭州-海口', '杭州-金华-东莞-海口', '杭州-东莞-海口', '杭州-金华-海口', '杭州-广州-海口']","[70, 3, 2, 7, 8]",90
杭州,重庆,"['杭州-重庆', '杭州-重庆-达州-重庆', '杭州-自贡-重庆', '杭州-成都-重庆', '杭州-重庆-泸州-重庆']","[415, 1, 1, 1, 1]",419
杭州,成都,"['杭州-成都', '杭州-嘉兴-成都', '杭州-成都-德阳-成都', '杭州-金华-成都', '杭州-嘉兴-杭州-嘉兴-成都']","[344, 7, 1, 1, 1]",354
杭州,贵阳,"['杭州-金华-贵阳', '杭州-贵阳', '杭州-嘉兴-贵阳', '杭州-嘉兴-郑州-贵阳', '杭州-嘉兴-金华-贵阳']","[17, 145, 11, 1, 3]",177
杭州,昆明,"['杭州-昆明', '杭州-嘉兴-昆明', '杭州-金华-昆明', '杭州-嘉兴-昆明-上海-昆明', '杭州-嘉兴-昆明-曲靖-昆明', '杭州-嘉兴-金华-昆明']","[84, 66, 3, 1, 1, 1]",156
杭州,拉萨,['杭州-拉萨'],[16],16
杭州,西安,"['杭州-西安', '杭州-西安-渭南-西安', '杭州-西安-咸阳-西安', '杭州-西安-铜川-西安', '杭州-西安-宝鸡-西安', '杭州-西安-天水-西安', '杭州-嘉兴-西安', '杭州-南京-西安', '杭州-西安-商洛-西安', '杭州-南昌-西安']","[751, 12, 12, 6, 11, 1, 2, 3, 1, 1]",800
杭州,兰州,"['杭州-兰州', '杭州-金华-兰州', '杭州-温州-兰州', '杭州-兰州-武威-兰州', '杭州-兰州-张掖-兰州', '杭州-兰州-酒泉-兰州']","[140, 1, 3, 1, 2, 1]",148
杭州,西宁,['杭州-上海-西宁'],[11],11
杭州,银川,"['杭州-上海-银川', '杭州-银川', '杭州-西安-银川', '杭州-温州-银川', '杭州-沈阳-通辽-沈阳-郑州-银川']","[16, 139, 3, 1, 1]",160
杭州,乌鲁木齐,"['杭州-南京-西安-乌鲁木齐', '杭州-南京-乌鲁木齐', '杭州-乌鲁木齐', '杭州-西安-乌鲁木齐']","[3, 20, 2, 11]",36
合肥,北京,['合肥-北京'],[82],82
合肥,天津,"['合肥-天津', '合肥-安庆-合肥-天津']","[166, 1]",167
合肥,石家庄,"['合肥-保定-石家庄', '合肥-天津-石家庄']","[108, 1]",109
合肥,太原,"['合肥-太原', '合肥-漯河-太原', '合肥-漯河-太原-临汾-太原']","[204, 4, 1]",209
合肥,呼和浩特,"['合肥-安庆-合肥-天津-呼和浩特', '合肥-天津-呼和浩特', '合肥-苏州-呼和浩特', '合肥-南京-合肥-苏州-呼和浩特', '合肥-淮安-呼和浩特']","[1, 1, 3, 1, 1]",7
合肥,沈阳,"['合肥-沈阳', '合肥-南昌-赣州-沈阳']","[156, 1]",157
合肥,长春,"['合肥-长春', '合肥-天津-长春', '合肥-沈阳-长春']","[171, 12, 7]",190
合肥,哈尔滨,"['合肥-长春-哈尔滨', '合肥-天津-哈尔滨', '合肥-沈阳-哈尔滨']","[96, 11, 3]",110
合肥,上海,['合肥-上海'],[39],39
合肥,南京,['合肥-南京'],[25],25
合肥,杭州,['合肥-杭州'],[39],39
合肥,合肥,[],[],0
合肥,福州,"['合肥-福州', '合肥-福州-厦门-福州']","[64, 1]",65
合肥,南昌,"['合肥-南昌', '合肥-南昌-赣州-南昌']","[148, 1]",149
合肥,济南,"['合肥-济南', '合肥-临沂-济南']","[284, 1]",285
合肥,郑州,['合肥-郑州'],[207],207
合肥,武汉,"['合肥-武汉', '合肥-安庆-合肥-武汉', '合肥-武汉-仙桃-武汉', '合肥-武汉-合肥-武汉']","[222, 1, 1, 1]",225
合肥,长沙,['合肥-长沙'],[152],152
合肥,广州,"['合肥-广州', '合肥-东莞-广州', '合肥-广州-佛山-广州', '合肥-深圳-广州', '合肥-深圳-广州-佛山-广州', '合肥-广州-芜湖-广州', '合肥-广州-东莞-广州']","[161, 3, 11, 1, 1, 1, 2]",180
合肥,南宁,"['合肥-南宁', '合肥-南昌-南宁']","[111, 12]",123
合肥,海口,"['合肥-海口', '合肥-东莞-海口']","[3, 4]",7
合肥,重庆,"['合肥-重庆', '合肥-青岛-潍坊-重庆']","[72, 1]",73
合肥,成都,"['合肥-成都', '合肥-武汉-成都', '合肥-重庆-成都']","[64, 5, 1]",70
合肥,贵阳,"['合肥-贵阳', '合肥-贵阳-合肥-贵阳']","[41, 1]",42
合肥,昆明,"['合肥-昆明', '合肥-贵阳-昆明']","[27, 1]",28
合肥,拉萨,[],[],0
合肥,西安,['合肥-西安'],[111],111
合肥,兰州,['合肥-西安-兰州'],[8],8
合肥,西宁,['合肥-西安-西宁'],[1],1
合肥,银川,['合肥-西安-银川'],[8],8
合肥,乌鲁木齐,['合肥-乌鲁木齐'],[1],1
福州,北京,"['福州-泉州-北京', '福州-北京', '福州-泉州-济南-北京']","[92, 12, 1]",105
福州,天津,"['福州-天津', '福州-泉州-天津', '福州-泉州-保定-天津']","[197, 64, 1]",262
福州,石家庄,"['福州-天津-石家庄', '福州-泉州-石家庄', '福州-石家庄', '福州-泉州-保定-石家庄', '福州-泉州-保定-石家庄-保定-邯郸-石家庄']","[50, 58, 1, 2, 1]",112
福州,太原,"['福州-泉州-太原', '福州-泉州-太原-临汾-太原', '福州-泉州-福州-泉州-太原']","[232, 2, 2]",236
福州,呼和浩特,['福州-泉州-天津-呼和浩特'],[11],11
福州,沈阳,"['福州-沈阳', '福州-泉州-沈阳', '福州-沈阳-哈尔滨-沈阳']","[498, 21, 2]",521
福州,长春,"['福州-沈阳-长春', '福州-泉州-长春', '福州-泉州-沈阳-长春']","[94, 11, 6]",111
福州,哈尔滨,"['福州-沈阳-哈尔滨', '福州-沈阳-哈尔滨-沈阳-哈尔滨', '福州-泉州-长春-哈尔滨', '福州-泉州-沈阳-哈尔滨']","[168, 2, 4, 3]",177
福州,上海,['福州-上海'],[105],105
福州,南京,['福州-苏州-南京'],[46],46
福州,杭州,"['福州-杭州', '福州-金华-杭州']","[357, 13]",370
福州,合肥,"['福州-合肥', '福州-泉州-合肥', '福州-泉州-福州-泉州-合肥', '福州-合肥-蚌埠-宿州-合肥', '福州-泉州-合肥-泉州-合肥']","[308, 16, 2, 1, 2]",329
福州,福州,[],[],0
福州,南昌,"['福州-南昌', '福州-泉州-南昌', '福州-南昌-福州-南昌']","[230, 10, 1]",241
福州,济南,"['福州-临沂-济南', '福州-泉州-济南', '福州-泉州-临沂-济南']","[156, 13, 1]",170
福州,郑州,['福州-漯河-郑州'],[265],265
福州,武汉,"['福州-武汉', '福州-武汉-福州-武汉', '福州-泉州-武汉', '福州-苏州-武汉']","[417, 1, 4, 1]",423
福州,长沙,"['福州-长沙', '福州-长沙-衡阳-长沙', '福州-泉州-长沙', '福州-长沙-福州-长沙', '福州-莆田-长沙']","[270, 1, 12, 1, 1]",285
福州,广州,"['福州-广州', '福州-东莞-广州']","[423, 21]",444
福州,南宁,['福州-泉州-南宁'],[102],102
福州,海口,['福州-泉州-海口'],[23],23
福州,重庆,"['福州-泉州-重庆', '福州-泉州-秦皇岛-重庆']","[68, 3]",71
福州,成都,"['福州-成都', '福州-泉州-成都']","[106, 4]",110
福州,贵阳,['福州-泉州-贵阳'],[40],40
福州,昆明,['福州-泉州-昆明'],[37],37
福州,拉萨,[],[],0
福州,西安,"['福州-泉州-西安', '福州-西安']","[103, 1]",104
福州,兰州,['福州-泉州-兰州'],[27],27
福州,西宁,['福州-泉州-西安-西宁'],[1],1
福州,银川,['福州-泉州-西安-银川'],[12],12
福州,乌鲁木齐,['福州-泉州-乌鲁木齐'],[3],3
南昌,北京,['南昌-北京'],[46],46
南昌,天津,"['南昌-天津', '南昌-天津-秦皇岛-天津', '南昌-石家庄-天津']","[126, 1, 1]",128
南昌,石家庄,"['南昌-石家庄', '南昌-石家庄-南昌-石家庄']","[213, 1]",214
南昌,太原,"['南昌-太原', '南昌-太原-临汾-太原']","[106, 3]",109
南昌,呼和浩特,['南昌-郑州-呼和浩特'],[9],9
南昌,沈阳,"['南昌-赣州-沈阳', '南昌-沈阳', '南昌-天津-沈阳', '南昌-赣州-南昌-沈阳']","[1, 67, 11, 2]",81
南昌,长春,"['南昌-长春', '南昌-天津-长春', '南昌-天津-沈阳-长春']","[70, 15, 6]",91
南昌,哈尔滨,"['南昌-天津-哈尔滨', '南昌-长春-哈尔滨', '南昌-长春-哈尔滨-佳木斯-哈尔滨']","[26, 30, 1]",57
南昌,上海,"['南昌-上海', '南昌-上海-东莞-上海', '南昌-抚州-上海', '南昌-九江-南昌-上海']","[60, 1, 1, 1]",63
南昌,南京,"['南昌-赣州-南昌-南京', '南昌-南京', '南昌-长沙-南京']","[5, 30, 1]",36
南昌,杭州,"['南昌-杭州', '南昌-武汉-杭州', '南昌-金华-杭州']","[62, 1, 4]",67
南昌,合肥,"['南昌-合肥', '南昌-抚州-合肥', '南昌-合肥-南昌-合肥', '南昌-合肥-南昌-芜湖-合肥', '南昌-芜湖-合肥']","[99, 1, 2, 1, 1]",104
南昌,福州,"['南昌-福州', '南昌-泉州-福州', '南昌-赣州-南昌-泉州-福州', '南昌-上饶-福州']","[24, 20, 1, 2]",47
南昌,南昌,[],[],0
南昌,济南,"['南昌-济南', '南昌-济南-南昌-济南', '南昌-吉安-南昌-济南']","[131, 1, 1]",133
南昌,郑州,['南昌-郑州'],[92],92
南昌,武汉,"['南昌-武汉', '南昌-武汉-南昌-襄阳-武汉', '南昌-襄阳-武汉', '南昌-武汉-南昌-武汉']","[160, 1, 1, 1]",163
南昌,长沙,"['南昌-长沙', '南昌-邵阳-长沙']","[101, 1]",102
南昌,广州,"['南昌-广州', '南昌-广州-佛山-广州']","[113, 11]",124
南昌,南宁,"['南昌-南宁', '南昌-南宁-桂林-南宁']","[103, 1]",104
南昌,海口,"['南昌-海口', '南昌-东莞-海口', '南昌-广州-东莞-海口', '南昌-上海-东莞-上海-东莞-海口']","[1, 6, 1, 1]",9
南昌,重庆,"['南昌-重庆', '南昌-成都-重庆']","[73, 1]",74
南昌,成都,"['南昌-成都', '南昌-成都-眉山-成都', '南昌-东莞-汕头-成都']","[104, 1, 1]",106
南昌,贵阳,['南昌-贵阳'],[37],37
南昌,昆明,"['南昌-昆明', '南昌-昆明-临沧-昆明', '南昌-丽江-昆明']","[37, 1, 1]",39
南昌,拉萨,[],[],0
南昌,西安,"['南昌-西安', '南昌-赣州-南昌-西安', '南昌-上饶-西安', '南昌-西安-银川-西安', '南昌-西安-咸阳-西安', '南昌-西安-渭南-西安']","[72, 2, 1, 1, 1, 1]",78
南昌,兰州,['南昌-西安-兰州'],[9],9
南昌,西宁,['南昌-西安-西宁'],[2],2
南昌,银川,['南昌-西安-银川'],[7],7
南昌,乌鲁木齐,"['南昌-乌鲁木齐', '南昌-西安-乌鲁木齐']","[1, 1]",2
济南,北京,['济南-北京'],[78],78
济南,天津,['济南-天津'],[52],52
济南,石家庄,"['济南-石家庄', '济南-保定-石家庄', '济南-临沂-泰安-石家庄']","[108, 2, 1]",111
济南,太原,"['济南-太原', '济南-太原-临汾-太原', '济南-青岛-太原', '济南-青岛-太原-青岛-太原']","[256, 3, 1, 1]",261
济南,呼和浩特,['济南-呼和浩特'],[18],18
济南,沈阳,['济南-沈阳'],[154],154
济南,长春,['济南-长春'],[94],94
济南,哈尔滨,"['济南-哈尔滨', '济南-呼和浩特-哈尔滨', '济南-长春-哈尔滨']","[102, 3, 4]",109
济南,上海,['济南-上海'],[38],38
济南,南京,"['济南-南京', '济南-苏州-南京', '济南-淮安-南京']","[22, 2, 1]",25
济南,杭州,"['济南-杭州', '济南-金华-杭州']","[48, 2]",50
济南,合肥,"['济南-合肥', '济南-济宁-合肥']","[114, 1]",115
济南,福州,"['济南-泉州-福州', '济南-泉州-厦门-福州']","[29, 1]",30
济南,南昌,"['济南-南昌', '济南-郑州-南昌', '济南-南昌-上饶-南昌']","[157, 1, 1]",159
济南,济南,[],[],0
济南,郑州,['济南-郑州'],[160],160
济南,武汉,"['济南-武汉', '济南-武汉-潜江-武汉']","[217, 2]",219
济南,长沙,['济南-长沙'],[141],141
济南,广州,['济南-广州'],[218],218
济南,南宁,"['济南-南宁', '济南-西安-南宁']","[155, 1]",156
济南,海口,['济南-海口'],[9],9
济南,重庆,['济南-重庆'],[66],66
济南,成都,"['济南-成都', '济南-青岛-成都', '济南-西安-成都', '济南-潍坊-济南-成都', '济南-漯河-成都']","[71, 1, 1, 1, 1]",75
济南,贵阳,['济南-贵阳'],[27],27
济南,昆明,['济南-昆明'],[57],57
济南,拉萨,[],[],0
济南,西安,"['济南-西安', '济南-西安-商洛-西安', '济南-西安-渭南-西安', '济南-西安-天水-西安', '济南-西安-咸阳-西安']","[92, 1, 2, 1, 1]",97
济南,兰州,['济南-兰州'],[12],12
济南,西宁,['济南-兰州-西宁'],[2],2
济南,银川,['济南-西安-银川'],[11],11
济南,乌鲁木齐,['济南-乌鲁木齐'],[7],7
郑州,北京,['郑州-北京'],[42],42
郑州,天津,"['郑州-天津', '郑州-焦作-天津']","[71, 1]",72
郑州,石家庄,"['郑州-石家庄', '郑州-保定-石家庄']","[60, 3]",63
郑州,太原,"['郑州-太原', '郑州-临汾-太原', '郑州-太原-郑州-吕梁-太原', '郑州-吕梁-太原', '郑州-济南-太原']","[86, 3, 1, 1, 3]",94
郑州,呼和浩特,['郑州-呼和浩特'],[28],28
郑州,沈阳,['郑州-沈阳'],[177],177
郑州,长春,"['郑州-长春', '郑州-沈阳-长春']","[35, 7]",42
郑州,哈尔滨,"['郑州-哈尔滨', '郑州-沈阳-哈尔滨']","[42, 12]",54
郑州,上海,['郑州-上海'],[46],46
郑州,南京,"['郑州-南京', '郑州-苏州-南京']","[41, 5]",46
郑州,杭州,"['郑州-嘉兴-杭州', '郑州-杭州', '郑州-金华-杭州']","[19, 35, 2]",56
郑州,合肥,['郑州-合肥'],[122],122
郑州,福州,"['郑州-福州', '郑州-泉州-福州', '郑州-厦门-福州']","[13, 12, 6]",31
郑州,南昌,['郑州-南昌'],[84],84
郑州,济南,"['郑州-济南', '郑州-济南-太原-济南']","[100, 3]",103
郑州,郑州,[],[],0
郑州,武汉,"['郑州-武汉', '郑州-济南-武汉']","[65, 2]",67
郑州,长沙,"['郑州-长沙', '郑州-洛阳-郑州-长沙']","[106, 1]",107
郑州,广州,"['郑州-广州', '郑州-广州-佛山-广州', '郑州-佛山-广州']","[157, 2, 1]",160
郑州,南宁,"['郑州-南宁', '郑州-长沙-南宁']","[48, 1]",49
郑州,海口,"['郑州-海口', '郑州-东莞-海口', '郑州-广州-海口']","[8, 3, 2]",13
郑州,重庆,"['郑州-重庆', '郑州-重庆-泸州-重庆']","[61, 1]",62
郑州,成都,"['郑州-成都', '郑州-成都-广元-成都']","[72, 1]",73
郑州,贵阳,['郑州-贵阳'],[27],27
郑州,昆明,"['郑州-昆明', '郑州-长沙-昆明']","[18, 1]",19
郑州,拉萨,[],[],0
郑州,西安,"['郑州-西安', '郑州-西安-渭南-西安']","[69, 1]",70
郑州,兰州,['郑州-兰州'],[24],24
郑州,西宁,[],[],0
郑州,银川,"['郑州-银川', '郑州-西安-银川']","[15, 1]",16
郑州,乌鲁木齐,['郑州-乌鲁木齐'],[6],6
武汉,北京,"['武汉-北京', '武汉-鄂州-武汉-北京']","[74, 2]",76
武汉,天津,"['武汉-天津', '武汉-石家庄-天津', '武汉-天津-武汉-天津', '武汉-鄂州-武汉-天津']","[119, 1, 1, 1]",122
武汉,石家庄,"['武汉-石家庄', '武汉-鄂州-武汉-石家庄']","[80, 3]",83
武汉,太原,"['武汉-太原', '武汉-太原-临汾-太原', '武汉-太原-临汾-太原-运城-太原', '武汉-鄂州-武汉-太原']","[164, 2, 1, 3]",170
武汉,呼和浩特,['武汉-天津-呼和浩特'],[12],12
武汉,沈阳,"['武汉-沈阳', '武汉-天津-沈阳', '武汉-鄂州-武汉-沈阳']","[393, 7, 8]",408
武汉,长春,"['武汉-沈阳-长春', '武汉-鄂州-武汉-沈阳-长春', '武汉-沈阳-长春-吉林-长春', '武汉-沈阳-大连-长春']","[153, 2, 2, 1]",158
武汉,哈尔滨,"['武汉-沈阳-哈尔滨', '武汉-天津-哈尔滨', '武汉-沈阳-哈尔滨-佳木斯-哈尔滨', '武汉-鄂州-武汉-沈阳-哈尔滨']","[86, 3, 1, 2]",92
武汉,上海,"['武汉-上海', '武汉-荆州-上海', '武汉-合肥-上海', '武汉-鄂州-武汉-上海']","[108, 1, 1, 1]",111
武汉,南京,"['武汉-南京', '武汉-鄂州-武汉-南京', '武汉-苏州-南京']","[124, 2, 1]",127
武汉,杭州,"['武汉-杭州', '武汉-鄂州-武汉-杭州', '武汉-嘉兴-杭州']","[73, 4, 4]",81
武汉,合肥,"['武汉-合肥', '武汉-合肥-武汉-芜湖-合肥', '武汉-合肥-武汉-芜湖-合肥-芜湖-合肥', '武汉-芜湖-合肥', '武汉-芜湖-合肥-芜湖-合肥', '武汉-鄂州-武汉-合肥']","[162, 2, 1, 2, 1, 4]",172
武汉,福州,"['武汉-福州', '武汉-鄂州-武汉-福州', '武汉-泉州-福州']","[74, 5, 10]",89
武汉,南昌,"['武汉-南昌', '武汉-南昌-吉安-南昌', '武汉-长沙-常德-南昌', '武汉-鄂州-武汉-南昌']","[170, 1, 1, 6]",178
武汉,济南,"['武汉-济南', '武汉-临沂-济南', '武汉-鄂州-武汉-济南']","[175, 16, 3]",194
武汉,郑州,"['武汉-郑州', '武汉-鄂州-武汉-郑州', '武汉-漯河-郑州']","[141, 4, 1]",146
武汉,武汉,[],[],0
武汉,长沙,"['武汉-长沙', '武汉-鄂州-武汉-长沙']","[157, 2]",159
武汉,广州,"['武汉-广州', '武汉-中山-广州', '武汉-鄂州-武汉-广州', '武汉-东莞-广州', '武汉-广州-佛山-广州', '武汉-深圳-广州']","[172, 14, 31, 7, 12, 1]",237
武汉,南宁,"['武汉-南宁', '武汉-鄂州-武汉-南宁', '武汉-桂林-南宁', '武汉-济南-南宁']","[71, 4, 1, 1]",77
武汉,海口,['武汉-海口'],[7],7
武汉,重庆,"['武汉-重庆', '武汉-鄂州-武汉-重庆']","[67, 1]",68
武汉,成都,"['武汉-成都', '武汉-鄂州-武汉-成都']","[53, 1]",54
武汉,贵阳,"['武汉-贵阳', '武汉-鄂州-武汉-贵阳']","[47, 1]",48
武汉,昆明,"['武汉-昆明', '武汉-鄂州-武汉-昆明']","[26, 1]",27
武汉,拉萨,[],[],0
武汉,西安,"['武汉-鄂州-武汉-西安', '武汉-西安', '武汉-西安-咸阳-西安']","[4, 98, 1]",103
武汉,兰州,"['武汉-兰州', '武汉-西安-兰州']","[12, 2]",14
武汉,西宁,"['武汉-鄂州-武汉-西安-西宁', '武汉-西安-西宁']","[1, 2]",3
武汉,银川,['武汉-西安-银川'],[18],18
武汉,乌鲁木齐,['武汉-乌鲁木齐'],[1],1
长沙,北京,"['长沙-北京', '长沙-石家庄-北京']","[118, 3]",121
长沙,天津,"['长沙-天津', '长沙-郴州-长沙-天津']","[175, 1]",176
长沙,石家庄,"['长沙-石家庄', '长沙-石家庄-邯郸-石家庄', '长沙-石家庄-北京-石家庄']","[429, 1, 3]",433
长沙,太原,"['长沙-太原', '长沙-太原-临汾-太原', '长沙-娄底-长沙-太原']","[270, 4, 1]",275
长沙,呼和浩特,"['长沙-呼和浩特', '长沙-天津-呼和浩特']","[10, 4]",14
长沙,沈阳,"['长沙-沈阳', '长沙-株洲-长沙-沈阳', '长沙-沈阳-大连-沈阳', '长沙-桂林-长沙-沈阳']","[227, 1, 1, 1]",230
长沙,长春,"['长沙-长春', '长沙-沈阳-长春', '长沙-长春-哈尔滨-长春']","[227, 30, 2]",259
长沙,哈尔滨,"['长沙-哈尔滨', '长沙-长春-哈尔滨', '长沙-长春-哈尔滨-长春-哈尔滨', '长沙-沈阳-哈尔滨']","[51, 98, 2, 1]",152
长沙,上海,"['长沙-上海', '长沙-郴州-上海']","[175, 1]",176
长沙,南京,"['长沙-南京', '长沙-绵阳-南京', '长沙-南京-淮安-南京']","[199, 1, 1]",201
长沙,杭州,"['长沙-杭州', '长沙-金华-杭州', '长沙-杭州-郴州-杭州']","[147, 5, 1]",153
长沙,合肥,"['长沙-合肥', '长沙-株洲-长沙-合肥']","[374, 1]",375
长沙,福州,"['长沙-福州', '长沙-福州-衡阳-福州', '长沙-三明-福州', '长沙-三明-福州-郴州-福州', '长沙-泉州-福州']","[136, 1, 1, 1, 1]",140
长沙,南昌,"['长沙-南昌', '长沙-常德-南昌', '长沙-武汉-南昌']","[365, 2, 1]",368
长沙,济南,"['长沙-济南', '长沙-郴州-长沙-济南', '长沙-株洲-长沙-济南', '长沙-郴州-济南', '长沙-邵阳-长沙-济南']","[535, 1, 2, 1, 1]",540
长沙,郑州,"['长沙-郑州', '长沙-漯河-郑州']","[257, 4]",261
长沙,武汉,"['长沙-武汉', '长沙-武汉-仙桃-武汉', '长沙-武汉-郴州-武汉']","[410, 1, 1]",412
长沙,长沙,[],[],0
长沙,广州,"['长沙-广州', '长沙-广州-郴州-广州', '长沙-广州-中山-广州', '长沙-广州-长沙-广州', '长沙-衡阳-广州', '长沙-衡阳-广州-佛山-广州', '长沙-广州-佛山-广州', '长沙-深圳-广州', '长沙-广州-中山-长沙-广州']","[541, 1, 4, 2, 18, 5, 29, 1, 1]",602
长沙,南宁,"['长沙-南宁', '长沙-南宁-百色-南宁', '长沙-南宁-防城港-南宁', '长沙-株洲-长沙-南宁']","[320, 1, 1, 1]",323
长沙,海口,"['长沙-海口', '长沙-广州-海口', '长沙-东莞-海口', '长沙-广州-东莞-海口']","[18, 4, 7, 1]",30
长沙,重庆,"['长沙-重庆', '长沙-郴州-重庆', '长沙-重庆-郴州-重庆']","[125, 1, 1]",127
长沙,成都,['长沙-成都'],[127],127
长沙,贵阳,"['长沙-贵阳', '长沙-贵阳-长沙-贵阳']","[128, 1]",129
长沙,昆明,['长沙-昆明'],[107],107
长沙,拉萨,['长沙-西安-兰州-拉萨'],[1],1
长沙,西安,"['长沙-西安', '长沙-西安-宝鸡-西安', '长沙-株洲-长沙-西安', '长沙-西安-咸阳-西安']","[216, 1, 1, 3]",221
长沙,兰州,['长沙-西安-兰州'],[18],18
长沙,西宁,['长沙-西安-西宁'],[1],1
长沙,银川,"['长沙-西安-银川', '长沙-银川']","[15, 1]",16
长沙,乌鲁木齐,['长沙-西安-乌鲁木齐'],[2],2
广州,北京,"['广州-北京', '广州-北京-廊坊-北京', '广州-金华-北京', '广州-惠州-广州-北京']","[876, 1, 1, 1]",879
广州,天津,"['广州-天津', '广州-北京-天津', '广州-深圳-天津', '广州-长沙-天津', '广州-石家庄-天津', '广州-天津-唐山-天津', '广州-呼和浩特-天津']","[1191, 17, 1, 1, 1, 1, 1]",1213
广州,石家庄,"['广州-石家庄', '广州-佛山-广州-石家庄', '广州-惠州-广州-石家庄', '广州-漯河-洛阳-石家庄', '广州-石家庄-保定-石家庄', '广州-保定-石家庄', '广州-石家庄-邯郸-石家庄', '广州-石家庄-天津-石家庄', '广州-中山-保定-石家庄']","[2425, 4, 3, 1, 2, 12, 2, 1, 1]",2451
广州,太原,"['广州-太原', '广州-惠州-太原', '广州-太原-临汾-运城-太原', '广州-东莞-太原', '广州-太原-临汾-太原', '广州-惠州-广州-太原', '广州-太原-临汾-太原-运城-太原', '广州-深圳-太原', '广州-中山-广州-太原', '广州-东莞-广州-太原']","[3579, 1, 3, 5, 33, 2, 1, 3, 1, 1]",3629
广州,呼和浩特,['广州-呼和浩特'],[289],289
广州,沈阳,"['广州-沈阳', '广州-惠州-广州-沈阳', '广州-沈阳-大连-沈阳', '广州-长春-沈阳', '广州-深圳-沈阳', '广州-沈阳-鞍山-沈阳', '广州-沈阳-锦州-沈阳']","[2054, 6, 2, 2, 1, 1, 4]",2070
广州,长春,"['广州-长春', '广州-沈阳-长春', '广州-长春-沈阳-长春']","[765, 343, 2]",1110
广州,哈尔滨,"['广州-沈阳-哈尔滨', '广州-哈尔滨', '广州-长春-哈尔滨', '广州-长春-哈尔滨-佳木斯-哈尔滨', '广州-惠州-广州-沈阳-哈尔滨', '广州-哈尔滨-佳木斯-哈尔滨', '广州-中山-广州-哈尔滨', '广州-沈阳-哈尔滨-佳木斯-哈尔滨']","[218, 797, 37, 2, 2, 3, 1, 2]",1062
广州,上海,"['广州-上海', '广州-上海-苏州-上海', '广州-惠州-广州-上海']","[682, 1, 3]",686
广州,南京,"['广州-南京', '广州-南京-滁州-南京', '广州-苏州-南京', '广州-南京-广州-南京', '广州-惠州-广州-南京']","[789, 2, 25, 2, 1]",819
广州,杭州,"['广州-杭州', '广州-金华-杭州', '广州-东莞-杭州']","[781, 28, 1]",810
广州,合肥,"['广州-合肥', '广州-惠州-广州-合肥', '广州-蚌埠-合肥', '广州-中山-广州-合肥']","[2114, 7, 1, 7]",2129
广州,福州,"['广州-泉州-福州', '广州-福州', '广州-厦门-福州', '广州-厦门-泉州-福州', '广州-厦门-三明-福州', '广州-厦门-广州-福州', '广州-厦门-福州-广州-福州', '广州-厦门-泉州-厦门-福州', '广州-中山-广州-泉州-福州']","[264, 402, 40, 1, 1, 1, 1, 1, 1]",712
