收寄城市,寄达城市,是否自有邮路,车辆使用情况,车辆成本
北京,扬州,0,"北京-扬州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,南通,0,"北京-南通的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,杭州,1,"北京-杭州的邮路使用0辆40t满载车,0辆20t满载车,2辆12t满载车以及2辆40t空载车,3辆20t空载车,0辆12t空载车",29731.730000000003
北京,湖州,0,"北京-湖州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,嘉兴,0,"北京-嘉兴的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,宁波,0,"北京-宁波的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,台州,0,"北京-台州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,金华,0,"北京-金华的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,1辆20t空载车,3辆12t空载车",61784.08499999999
北京,义乌,0,"北京-义乌的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,温州,0,"北京-温州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,合肥,0,"北京-合肥的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,2辆20t空载车,1辆12t空载车",39615.45
北京,蚌埠,0,"北京-蚌埠的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及1辆40t空载车,1辆20t空载车,2辆12t空载车",16741.68
北京,芜湖,0,"北京-芜湖的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,安庆,0,"北京-安庆的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,福州,1,"北京-福州的邮路使用1辆40t满载车,1辆20t满载车,1辆12t满载车以及1辆40t空载车,0辆20t空载车,0辆12t空载车",26825.76
北京,厦门,0,"北京-厦门的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,泉州,0,"北京-泉州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,南昌,1,"北京-南昌的邮路使用0辆40t满载车,1辆20t满载车,1辆12t满载车以及1辆40t空载车,1辆20t空载车,1辆12t空载车",22329.749999999996
北京,鹰潭,0,"北京-鹰潭的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,赣州,0,"北京-赣州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,济南,1,"北京-济南的邮路使用1辆40t满载车,3辆20t满载车,1辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",6584.599999999999
北京,潍坊,0,"北京-潍坊的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,烟台,0,"北京-烟台的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,青岛,1,"北京-青岛的邮路使用4辆40t满载车,2辆20t满载车,0辆12t满载车以及1辆40t空载车,0辆20t空载车,0辆12t空载车",18593.409999999996
北京,济宁,0,"北京-济宁的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,临沂,0,"北京-临沂的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,郑州,1,"北京-郑州的邮路使用0辆40t满载车,3辆20t满载车,3辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",11924.009999999998
北京,漯河,0,"北京-漯河的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,信阳,0,"北京-信阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,洛阳,0,"北京-洛阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,武汉,1,"北京-武汉的邮路使用2辆40t满载车,1辆20t满载车,1辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",16522.489999999998
北京,荆州,0,"北京-荆州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,襄阳,0,"北京-襄阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,长沙,1,"北京-长沙的邮路使用0辆40t满载车,2辆20t满载车,3辆12t满载车以及4辆40t空载车,0辆20t空载车,0辆12t空载车",46918.7
北京,常德,0,"北京-常德的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,衡阳,0,"北京-衡阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,广州,1,"北京-广州的邮路使用0辆40t满载车,3辆20t满载车,2辆12t满载车以及4辆40t空载车,0辆20t空载车,0辆12t空载车",67468.01
北京,汕头,0,"北京-汕头的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,深圳,0,"北京-深圳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,东莞,0,"北京-东莞的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,湛江,0,"北京-湛江的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,中山,0,"北京-中山的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,南宁,0,"北京-南宁的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,柳州,0,"北京-柳州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,海口,0,"北京-海口的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,重庆,1,"北京-重庆的邮路使用0辆40t满载车,1辆20t满载车,2辆12t满载车以及2辆40t空载车,2辆20t空载车,0辆12t空载车",42098.840000000004
北京,成都,1,"北京-成都的邮路使用1辆40t满载车,1辆20t满载车,1辆12t满载车以及2辆40t空载车,1辆20t空载车,0辆12t空载车",41623.10999999999
北京,南充,0,"北京-南充的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,内江,0,"北京-内江的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,贵阳,1,"北京-贵阳的邮路使用2辆40t满载车,0辆20t满载车,1辆12t满载车以及1辆40t空载车,0辆20t空载车,0辆12t空载车",32494.769999999997
北京,昆明,0,"北京-昆明的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,大理州,0,"北京-大理州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,拉萨,0,"北京-拉萨的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,西安,1,"北京-西安的邮路使用2辆40t满载车,2辆20t满载车,0辆12t满载车以及5辆40t空载车,1辆20t空载车,0辆12t空载车",43418.79999999999
北京,宝鸡,0,"北京-宝鸡的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,兰州,1,"北京-兰州的邮路使用0辆40t满载车,3辆20t满载车,2辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",21368.190000000002
北京,西宁,0,"北京-西宁的邮路使用0辆40t满载车,2辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",15171.21
北京,银川,0,"北京-银川的邮路使用3辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",22018.05
北京,乌鲁木齐,0,"北京-乌鲁木齐的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及2辆40t空载车,0辆20t空载车,1辆12t空载车",48205.799999999996
北京,阿克苏,0,"北京-阿克苏的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
北京,喀什,0,"北京-喀什的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,北京,1,"天津-北京的邮路使用4辆40t满载车,3辆20t满载车,1辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",3253.5999999999995
天津,天津,0,"天津-天津的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,石家庄,1,"天津-石家庄的邮路使用3辆40t满载车,2辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",6153.149999999999
天津,唐山,1,"天津-唐山的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,廊坊,1,"天津-廊坊的邮路使用1辆40t满载车,0辆20t满载车,1辆12t满载车以及0辆40t空载车,1辆20t空载车,0辆12t空载车",830.0
天津,保定,0,"天津-保定的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,太原,1,"天津-太原的邮路使用2辆40t满载车,1辆20t满载车,1辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",7666.549999999999
天津,侯马,0,"天津-侯马的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,呼和浩特,0,"天津-呼和浩特的邮路使用0辆40t满载车,1辆20t满载车,3辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",10084.949999999999
天津,包头,0,"天津-包头的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,沈阳,1,"天津-沈阳的邮路使用6辆40t满载车,1辆20t满载车,2辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",22974.3
天津,大连,0,"天津-大连的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,锦州,0,"天津-锦州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,长春,1,"天津-长春的邮路使用6辆40t满载车,0辆20t满载车,2辆12t满载车以及0辆40t空载车,1辆20t空载车,0辆12t空载车",32952.69
天津,哈尔滨,1,"天津-哈尔滨的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,上海,1,"天津-上海的邮路使用6辆40t满载车,0辆20t满载车,1辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",31710.959999999995
天津,南京,1,"天津-南京的邮路使用4辆40t满载车,2辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",21907.059999999994
天津,常州,0,"天津-常州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,3辆20t空载车,0辆12t空载车",39654.61499999999
天津,无锡,0,"天津-无锡的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及3辆40t空载车,2辆20t空载车,1辆12t空载车",33250.77
天津,苏州,0,"天津-苏州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,2辆20t空载车,0辆12t空载车",9680.849999999999
天津,徐州,0,"天津-徐州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及5辆40t空载车,0辆20t空载车,2辆12t空载车",25085.295
天津,连云港,0,"天津-连云港的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,淮安,0,"天津-淮安的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,盐城,0,"天津-盐城的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,扬州,0,"天津-扬州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,南通,0,"天津-南通的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,杭州,1,"天津-杭州的邮路使用0辆40t满载车,2辆20t满载车,1辆12t满载车以及5辆40t空载车,1辆20t空载车,0辆12t空载车",41057.399999999994
天津,湖州,0,"天津-湖州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,嘉兴,0,"天津-嘉兴的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,宁波,0,"天津-宁波的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,台州,0,"天津-台州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,金华,0,"天津-金华的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及5辆40t空载车,0辆20t空载车,0辆12t空载车",44880.44999999999
天津,义乌,0,"天津-义乌的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,温州,0,"天津-温州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,合肥,0,"天津-合肥的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,3辆20t空载车,2辆12t空载车",44825.505
天津,蚌埠,0,"天津-蚌埠的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,3辆20t空载车,2辆12t空载车",17459.550000000003
天津,芜湖,0,"天津-芜湖的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,安庆,0,"天津-安庆的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,3辆20t空载车,2辆12t空载车",23969.16
天津,福州,0,"天津-福州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,厦门,0,"天津-厦门的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,泉州,0,"天津-泉州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,南昌,1,"天津-南昌的邮路使用3辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,0辆20t空载车,1辆12t空载车",44021.2
天津,鹰潭,0,"天津-鹰潭的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,赣州,0,"天津-赣州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,济南,1,"天津-济南的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,潍坊,0,"天津-潍坊的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,烟台,0,"天津-烟台的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,青岛,0,"天津-青岛的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,济宁,0,"天津-济宁的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,临沂,0,"天津-临沂的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,郑州,1,"天津-郑州的邮路使用6辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,0辆20t空载车,0辆12t空载车",30656.399999999994
天津,漯河,0,"天津-漯河的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,信阳,0,"天津-信阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,洛阳,0,"天津-洛阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,武汉,1,"天津-武汉的邮路使用3辆40t满载车,0辆20t满载车,1辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",17896.35
天津,荆州,0,"天津-荆州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,襄阳,0,"天津-襄阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,长沙,1,"天津-长沙的邮路使用2辆40t满载车,0辆20t满载车,2辆12t满载车以及0辆40t空载车,0辆20t空载车,1辆12t空载车",24720.78
天津,常德,0,"天津-常德的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,衡阳,0,"天津-衡阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,广州,1,"天津-广州的邮路使用4辆40t满载车,0辆20t满载车,2辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",47911.99999999999
天津,汕头,0,"天津-汕头的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,深圳,0,"天津-深圳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,东莞,0,"天津-东莞的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,湛江,0,"天津-湛江的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,中山,0,"天津-中山的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,南宁,0,"天津-南宁的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,柳州,0,"天津-柳州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,海口,0,"天津-海口的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,重庆,0,"天津-重庆的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及4辆40t空载车,1辆20t空载车,2辆12t空载车",70546.575
天津,成都,0,"天津-成都的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及2辆40t空载车,2辆20t空载车,1辆12t空载车",50153.04
天津,南充,0,"天津-南充的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,内江,0,"天津-内江的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,贵阳,0,"天津-贵阳的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,昆明,0,"天津-昆明的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,大理州,0,"天津-大理州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,拉萨,0,"天津-拉萨的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,西安,1,"天津-西安的邮路使用4辆40t满载车,1辆20t满载车,3辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",31323.159999999996
天津,宝鸡,0,"天津-宝鸡的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,兰州,0,"天津-兰州的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,西宁,0,"天津-西宁的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,银川,0,"天津-银川的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,乌鲁木齐,0,"天津-乌鲁木齐的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
天津,阿克苏,0,"天津-阿克苏的邮路使用0辆40t满载车,0辆20t满载车,0辆12t满载车以及0辆40t空载车,0辆20t空载车,0辆12t空载车",0.0
